日付,始値,高値,安値,終値,5日平均,25日平均,75日平均,VWAP,出来高,5日平均.1,25日平均.1
2010/02/19,"10,334.40","10,354.42","10,123.58","10,123.58","10,162.73","10,345.96","10,151.63",--,"129,471","110,536.60","151,482.44"
2010/02/18,"10,324.98","10,340.38","10,285.05","10,335.69","10,156.45","10,377.32","10,150.98",--,"111,778","111,839.20","156,996.96"
2010/02/17,"10,161.72","10,306.83","10,150.24","10,306.83","10,082.11","10,393.29","10,149.34",--,"127,119","114,884.80","162,527.68"
2010/02/16,"10,044.53","10,062.27","10,019.43","10,034.25","10,007.32","10,416.19","10,150.09",--,"86,972","116,452.20","165,155.12"
2010/02/15,"10,097.82","10,119.47","10,012.53","10,013.30","9,990.84","10,446.75","10,153.40",--,"97,343","126,537.60","170,146.48"
2010/02/12,"10,085.35","10,099.46","10,014.50","10,092.19","9,999.59","10,473.48","10,156.79",--,"135,984","141,465.00","173,558.44"
2010/02/10,"10,024.26","10,049.87","9,963.99","9,963.99","10,052.35","10,499.05","10,160.00",--,"127,006","147,173.60","175,391.44"
2010/02/09,"9,876.61","9,956.79","9,867.39","9,932.90","10,140.42","10,527.77","10,164.97",--,"134,956","152,624.60","176,959.36"
2010/02/08,"10,007.47","10,063.53","9,942.05","9,951.82","10,228.06","10,556.64","10,169.02",--,"137,399","154,040.00","175,735.32"
2010/02/05,"10,162.34","10,166.30","10,036.33","10,057.09","10,278.70","10,580.43","10,173.10",--,"171,980","158,947.60","175,900.64"
2010/02/04,"10,434.52","10,438.41","10,279.57","10,355.98","10,306.89","10,603.67","10,175.52",--,"164,527","155,903.60","173,919.20"
2010/02/03,"10,428.12","10,436.52","10,356.03","10,404.33","10,318.55","10,614.80","10,171.58",--,"154,261","156,591.40","171,588.08"
2010/02/02,"10,310.98","10,396.48","10,287.74","10,371.09","10,288.10","10,618.41","10,167.21",--,"142,033","153,639.00","168,734.80"
2010/02/01,"10,212.36","10,224.83","10,129.91","10,205.02","10,278.94","10,625.04","10,162.48",--,"161,937","160,306.40","168,822.84"
2010/01/29,"10,308.05","10,324.37","10,198.04","10,198.04","10,340.47","10,631.96","10,157.51",--,"156,760","155,882.00","169,220.64"
2010/01/28,"10,309.73","10,462.70","10,296.98","10,414.29","10,418.97","10,631.38","10,152.20",--,"167,966","162,012.60","167,766.72"
2010/01/27,"10,344.07","10,373.82","10,252.08","10,252.08","10,509.80","10,620.49","10,142.56",--,"139,499","163,797.80","167,118.76"
2010/01/26,"10,506.15","10,566.49","10,324.98","10,325.28","10,606.89","10,616.96","10,134.86",--,"175,370","165,180.80","167,465.16"
2010/01/25,"10,478.31","10,557.64","10,414.58","10,512.69","10,694.81","10,611.05","10,126.95",--,"139,815","165,042.20","169,458.36"
2010/01/22,"10,740.21","10,768.07","10,528.33","10,590.55","10,763.29","10,593.88","10,119.83",--,"187,413","174,391.80","170,260.88"
2010/01/21,"10,704.79","10,886.64","10,649.84","10,868.41","10,841.60","10,574.48","10,113.73",--,"176,892","187,494.40","169,215.52"
2010/01/20,"10,834.91","10,860.93","10,724.57","10,737.52","10,849.45","10,544.06","10,103.49",--,"146,414","205,582.80","171,021.20"
2010/01/19,"10,866.83","10,866.83","10,749.47","10,764.90","10,848.95","10,509.07","10,093.78",--,"174,677","226,309.20","171,646.08"
2010/01/18,"10,887.61","10,895.10","10,781.03","10,855.08","10,871.80","10,478.67","10,087.13",--,"186,563","229,934.80","170,617.32"
2010/01/15,"10,917.41","10,982.10","10,878.83","10,982.10","10,860.45","10,450.08","10,082.99",--,"252,926","234,973.40","169,155.16"
2010/01/14,"10,778.07","10,909.94","10,774.25","10,907.68","10,800.36","10,417.50","10,074.83",--,"267,334","220,916.60","165,611.08"
2010/01/13,"10,795.48","10,866.62","10,729.86","10,735.03","10,765.12","10,382.10","10,068.65",--,"250,046","203,811.60","162,116.96"
2010/01/12,"10,770.35","10,905.39","10,763.68","10,879.14","10,754.48","10,351.80","10,062.46",--,"192,805","187,043.20","159,796.68"
2010/01/08,"10,743.30","10,816.45","10,677.56","10,798.32","10,709.61","10,301.00","10,053.64",--,"211,756","169,353.20","158,774.92"
2010/01/07,"10,742.75","10,774.00","10,636.67","10,681.66","10,659.23","10,251.95","10,045.69",--,"182,642","155,308.40","158,818.60"
2010/01/06,"10,709.55","10,768.61","10,661.17","10,731.45","10,650.51","10,198.51","10,042.52",--,"181,809","143,268.80","158,939.00"
2010/01/05,"10,719.44","10,791.04","10,655.57","10,681.83","10,631.07","10,132.51","10,039.62",--,"166,204","128,156.80","158,720.64"
2010/01/04,"10,609.34","10,694.49","10,608.14","10,654.79","10,593.64","10,080.57","10,034.69",--,"104,355","111,501.80","157,936.52"
2009/12/30,"10,707.51","10,707.51","10,546.44","10,546.44","10,570.07","10,032.04","10,031.20",--,"141,532","119,477.60","159,569.80"
2009/12/29,"10,611.85","10,683.12","10,597.41","10,638.06","10,536.39","9,986.25","10,028.19",--,"122,444","125,547.60","159,367.48"
2009/12/28,"10,521.81","10,652.99","10,513.55","10,634.23","10,445.47","9,940.63","10,022.18",--,"106,249","125,141.20","160,996.60"
2009/12/25,"10,546.97","10,546.97","10,476.65","10,494.71","10,347.03","9,897.24","10,016.59",--,"82,929","134,244.80","164,867.28"
2009/12/24,"10,413.37","10,558.41","10,413.37","10,536.92","10,280.85","9,864.52","10,013.73",--,"144,234","147,290.80","168,373.12"
2009/12/22,"10,256.00","10,378.03","10,235.22","10,378.03","10,208.95","9,832.24","10,013.64",--,"171,882","163,484.00","168,151.88"
2009/12/21,"10,196.71","10,215.49","10,183.47","10,183.47","10,150.04","9,808.77","10,015.17",--,"120,412","161,083.20","166,909.92"
2009/12/18,"10,110.64","10,157.25","10,027.85","10,142.05","10,134.48","9,792.24","10,019.84",--,"151,767","169,256.60","167,010.68"
2009/12/17,"10,199.92","10,260.12","10,163.80","10,163.80","10,127.64","9,778.74","10,024.27",--,"148,159","183,310.00","165,883.60"
2009/12/16,"10,179.33","10,222.22","10,117.12","10,177.41","10,067.45","9,767.06","10,030.61",--,"225,200","186,085.40","164,866.44"
2009/12/15,"10,053.45","10,111.76","10,033.90","10,083.48","10,032.91","9,754.79","10,034.88",--,"159,878","170,837.00","161,072.52"
2009/12/14,"10,126.61","10,126.61","10,009.60","10,105.68","10,044.31","9,743.81","10,041.51",--,"161,279","168,863.20","159,380.76"
2009/12/11,"9,958.00","10,107.87","9,916.21","10,107.87","10,056.69","9,731.16","10,043.28",--,"222,034","169,472.20","158,588.12"
2009/12/10,"9,964.05","10,035.92","9,834.22","9,862.82","10,039.64","9,715.54","10,046.95",--,"162,036","161,061.60","155,592.48"
2009/12/09,"10,048.94","10,048.94","9,985.97","10,004.72","10,062.61","9,714.80","10,051.50",--,"148,958","167,062.20","153,883.48"
2009/12/08,"10,079.81","10,149.32","10,079.81","10,140.47","9,983.45","9,706.73","10,055.24",--,"150,009","170,722.80","153,063.76"
2009/12/07,"10,131.90","10,204.58","10,106.31","10,167.60","9,869.80","9,702.50","10,056.95",--,"164,324","183,290.60","152,888.48"
2009/12/04,"10,019.24","10,022.59","9,902.83","10,022.59","9,705.39","9,691.44","10,062.68",--,"179,981","187,556.20","154,468.68"
2009/12/03,"9,707.02","9,977.67","9,707.02","9,977.67","9,517.17","9,693.54","10,069.27",--,"192,039","186,830.00","152,665.56"
2009/12/02,"9,551.79","9,643.32","9,514.15","9,608.94","9,398.29","9,702.93","10,075.37",--,"167,261","177,742.40","150,716.92"
2009/12/01,"9,281.82","9,572.20","9,233.20","9,572.20","9,364.83","9,733.08","10,088.39",--,"212,848","173,327.60","149,128.60"
2009/11/30,"9,189.17","9,353.74","9,162.18","9,345.55","9,330.70","9,761.51","10,101.08",--,"185,652","158,052.80","146,487.68"
2009/11/27,"9,257.20","9,257.20","9,076.41","9,081.52","9,361.13","9,798.37","10,115.30",--,"176,350","153,556.80","145,236.32"
2009/11/26,"9,354.80","9,457.24","9,324.99","9,383.24","9,454.72","9,848.45","10,132.73",--,"146,601","158,890.00","143,517.24"
2009/11/25,"9,381.90","9,453.70","9,366.33","9,441.64","9,513.43","9,886.59","10,144.32",--,"145,187","163,684.80","143,220.04"
2009/11/24,"9,511.00","9,511.00","9,397.79","9,401.58","9,571.09","9,918.39","10,156.76",--,"136,474","162,388.00","142,994.68"
2009/11/20,"9,460.21","9,513.60","9,423.66","9,497.68","9,649.01","9,952.62","10,169.44",--,"163,172","163,259.80","143,633.12"
2009/11/19,"9,691.86","9,691.86","9,496.07","9,549.47","9,703.53","9,982.26","10,180.89",--,"203,016","155,211.60","143,043.92"
2009/11/18,"9,723.23","9,788.81","9,631.83","9,676.80","9,754.54","10,002.69","10,189.10",--,"170,575","139,326.40","141,406.80"
2009/11/17,"9,834.58","9,847.64","9,715.28","9,729.93","9,793.51","10,018.68","10,194.92",--,"138,703","129,757.40","139,884.48"
2009/11/16,"9,784.14","9,802.53","9,725.81","9,791.18","9,821.67","10,030.14","10,199.69",--,"140,833","128,087.20","140,531.16"
2009/11/13,"9,793.19","9,805.20","9,719.38","9,770.31","9,825.24","10,031.79","10,203.65",--,"122,931","123,437.40","140,467.32"
2009/11/12,"9,921.45","9,943.57","9,788.49","9,804.49","9,829.04","10,032.97","10,205.98",--,"123,590","127,143.80","142,573.92"
2009/11/11,"9,890.18","9,949.71","9,849.99","9,871.68","9,811.63","10,028.46","10,205.82",--,"122,730","131,854.40","143,818.64"
2009/11/10,"9,904.68","9,979.46","9,857.10","9,870.73","9,806.16","10,020.57","10,203.84",--,"130,352","131,170.60","144,711.08"
2009/11/09,"9,777.64","9,845.90","9,731.59","9,808.99","9,792.60","10,015.02","10,200.93",--,"117,584","130,793.20","146,105.20"
2009/11/06,"9,812.73","9,849.72","9,767.00","9,789.35","9,837.75","10,021.80","10,195.41",--,"141,463","136,401.80","146,796.96"
2009/11/05,"9,803.50","9,825.82","9,691.69","9,717.44","9,858.10","10,035.56","10,189.48",--,"147,143","148,875.00","145,980.72"
2009/11/04,"9,785.28","9,845.00","9,767.91","9,844.31","9,929.63","10,050.87","10,183.50",--,"119,311","146,427.00","145,522.72"
2009/11/02,"9,903.77","9,904.61","9,736.14","9,802.95","10,003.26","10,057.48","10,175.73",--,"128,465","151,229.40","147,122.16"
2009/10/30,"10,006.84","10,049.59","9,984.33","10,034.74","10,115.19","10,076.00","10,165.70",--,"145,627","151,047.00","147,649.12"
2009/10/29,"9,941.57","9,945.41","9,850.12","9,891.10","10,164.84","10,096.38","10,155.73",--,"203,829","151,286.60","148,558.72"
2009/10/28,"10,182.14","10,209.20","10,060.39","10,075.05","10,240.05","10,115.55","10,147.73",--,"134,903","141,394.40","147,387.40"
2009/10/27,"10,283.46","10,290.92","10,201.93","10,212.46","10,291.72","10,130.30","10,139.01",--,"143,323","141,088.40","147,779.08"
2009/10/26,"10,271.84","10,397.69","10,250.84","10,362.62","10,316.60","10,132.64","10,131.48",--,"127,553","140,258.00","147,516.80"
2009/10/23,"10,335.34","10,364.17","10,271.71","10,282.99","10,291.38","10,126.84","10,122.39",--,"146,825","142,658.00","146,465.48"
2009/10/22,"10,251.09","10,274.61","10,159.66","10,267.17","10,286.29","10,123.60","10,116.16",--,"154,368","143,780.00","145,464.12"
2009/10/21,"10,292.39","10,350.45","10,292.39","10,333.39","10,280.59","10,130.69","10,110.95",--,"133,373","142,594.80","146,859.52"
2009/10/20,"10,329.30","10,357.59","10,307.59","10,336.84","10,225.95","10,137.90","10,105.70",--,"139,171","148,337.80","146,859.88"
2009/10/19,"10,179.46","10,264.44","10,125.33","10,236.51","10,173.89","10,136.91","10,100.66",--,"139,553","147,007.00","146,926.28"
2009/10/16,"10,276.40","10,290.31","10,216.14","10,257.56","10,129.87","10,143.18","10,094.62",--,"152,435","150,070.40","146,065.32"
2009/10/15,"10,194.91","10,272.62","10,184.81","10,238.65","10,044.85","10,145.71","10,089.55",--,"148,442","147,430.80","143,852.00"
2009/10/14,"10,096.01","10,096.01","10,016.24","10,060.21","9,957.04","10,143.65","10,083.65",--,"162,088","152,861.60","143,165.12"
2009/10/13,"10,066.85","10,116.72","10,039.62","10,076.56","9,883.36","10,149.83","10,077.38",--,"132,517","151,385.60","141,382.68"
2009/10/09,"9,893.63","10,016.39","9,857.39","10,016.39","9,802.95","10,157.98","10,070.36",--,"154,870","153,890.40","141,606.76"
2009/10/08,"9,806.03","9,863.34","9,746.15","9,832.47","9,746.04","10,178.53","10,067.82",--,"139,237","155,957.40","139,991.72"
2009/10/07,"9,750.24","9,821.74","9,735.68","9,799.60","9,775.28","10,204.93","10,067.21",--,"175,596","155,085.60","140,518.00"
2009/10/06,"9,744.42","9,744.42","9,628.67","9,691.80","9,842.00","10,234.31","10,065.93",--,"154,708","144,177.80","138,703.56"
2009/10/05,"9,733.07","9,751.56","9,669.31","9,674.49","9,923.68","10,265.60","10,067.91",--,"145,041","140,374.80","138,064.88"
2009/10/02,"9,848.07","9,852.17","9,714.18","9,731.87","9,990.69","10,304.21","10,068.96",--,"165,205","143,226.00","137,545.72"
2009/10/01,"10,072.64","10,077.22","9,965.06","9,978.64","10,097.51","10,334.83","10,073.06",--,"134,878","138,512.80","136,015.72"
2009/09/30,"10,105.17","10,138.04","10,063.69","10,133.23","10,210.63","10,358.93","10,075.16",--,"121,057","145,210.60","135,519.60"
2009/09/29,"10,089.11","10,125.88","10,059.87","10,100.20","10,258.09","10,363.13","10,073.13",--,"135,693","155,908.40","136,848.20"
2009/09/28,"10,136.24","10,151.60","9,971.05","10,009.52","10,326.81","10,374.45","10,071.68",--,"159,297","157,708.80","136,899.40"
2009/09/25,"10,395.45","10,395.45","10,228.60","10,265.98","10,379.06","10,382.23","10,068.72",--,"141,639","153,202.60","136,050.52"
2009/09/24,"10,405.53","10,566.98","10,386.88","10,544.22","10,369.39","10,382.99","10,063.38",--,"168,367","145,128.80","135,450.92"
2009/09/18,"10,379.21","10,399.42","10,292.50","10,370.54","10,300.95","10,371.97","10,053.03",--,"174,546","135,813.60","134,077.84"
2009/09/17,"10,373.25","10,443.80","10,340.14","10,443.80","10,315.71","10,381.04","10,043.67",--,"144,695","138,755.00","132,798.32"
2009/09/16,"10,288.72","10,394.56","10,247.24","10,270.77","10,329.69","10,383.97","10,034.31",--,"136,766","136,492.40","132,046.56"
2009/09/15,"10,255.73","10,292.47","10,183.30","10,217.62","10,337.96","10,390.54","10,026.76",--,"101,270","137,305.40","131,538.12"
2009/09/14,"10,388.32","10,388.32","10,170.74","10,202.06","10,373.08","10,405.26","10,019.56",--,"121,791","140,657.20","132,898.28"
2009/09/11,"10,519.33","10,522.23","10,407.97","10,444.33","10,396.86","10,418.15","10,010.50",--,"189,253","135,719.40","133,939.80"
2009/09/10,"10,385.35","10,521.14","10,382.99","10,513.67","10,345.41","10,416.86","9,997.26",--,"133,382","124,122.80","131,990.80"
2009/09/09,"10,343.80","10,390.25","10,249.11","10,312.14","10,285.61","10,411.83","9,982.93",--,"140,831","120,951.80","132,514.16"
2009/09/08,"10,353.51","10,393.23","10,300.50","10,393.23","10,279.27","10,409.45","9,969.58",--,"118,029","120,409.40","132,263.04"
2009/09/07,"10,288.56","10,326.45","10,274.38","10,320.94","10,306.64","10,408.72","9,955.63",--,"97,102","119,702.40","134,558.88"
2009/09/04,"10,256.49","10,256.49","10,143.26","10,187.11","10,340.96","10,409.98","9,941.03",--,"131,270","130,760.80","137,153.60"
2009/09/03,"10,240.02","10,290.83","10,185.38","10,214.64","10,410.36","10,416.77","9,928.72",--,"117,527","130,553.80","139,211.92"
2009/09/02,"10,378.08","10,378.08","10,215.60","10,280.46","10,462.23","10,414.79","9,917.12",--,"138,119","134,796.60","140,407.96"
2009/09/01,"10,453.37","10,577.19","10,438.51","10,530.06","10,534.08","10,408.10","9,903.92",--,"114,494","133,585.20","140,752.56"
2009/08/31,"10,608.16","10,767.00","10,423.90","10,492.53","10,527.54","10,390.39","9,884.03",--,"152,394","136,077.40","141,712.32"
2009/08/28,"10,546.88","10,560.44","10,471.63","10,534.14","10,545.24","10,374.24","9,867.67",--,"130,235","130,093.60","142,063.56"
2009/08/27,"10,570.78","10,575.79","10,400.83","10,473.97","10,486.05","10,350.65","9,848.46",--,"138,741","134,901.00","145,073.68"
2009/08/26,"10,554.44","10,668.74","10,526.51","10,639.71","10,467.94","10,323.41","9,833.35",--,"132,062","134,547.40","146,396.16"
2009/08/25,"10,515.57","10,566.31","10,469.69","10,497.36","10,380.80","10,286.75","9,815.47",--,"126,955","135,750.00","147,263.68"
2009/08/24,"10,389.57","10,591.00","10,388.78","10,581.05","10,338.32","10,252.94","9,801.53",--,"122,475","135,688.80","148,239.08"
2009/08/21,"10,375.22","10,375.22","10,142.22","10,238.20","10,275.83","10,205.51","9,786.22",--,"154,272","138,001.80","148,225.80"
2009/08/20,"10,254.53","10,407.30","10,204.26","10,383.41","10,347.66","10,169.75","9,774.85",--,"136,973","135,659.00","149,192.12"
2009/08/19,"10,269.97","10,327.17","10,195.11","10,204.00","10,374.41","10,125.18","9,756.10",--,"138,075","133,444.60","150,497.16"
2009/08/18,"10,208.12","10,325.06","10,181.10","10,284.96","10,420.61","10,087.49","9,737.76",--,"126,649","130,640.60","151,693.36"
2009/08/17,"10,521.02","10,521.02","10,268.61","10,268.61","10,480.71","10,038.11","9,713.88",--,"134,040","132,365.60","153,378.80"
2009/08/14,"10,551.33","10,630.38","10,539.43","10,597.33","10,531.84","9,998.85","9,693.31",--,"142,558","135,123.40","154,071.80"
2009/08/13,"10,508.09","10,556.28","10,489.12","10,517.19","10,494.80","9,946.60","9,668.12",--,"125,901","134,717.40","154,305.12"
2009/08/12,"10,486.36","10,526.35","10,434.09","10,435.00","10,468.98","9,902.74","9,645.85",--,"124,055","138,830.40","155,184.08"
2009/08/11,"10,514.74","10,587.36","10,512.21","10,585.46","10,432.48","9,871.26","9,623.09",--,"135,274","140,930.00","155,935.08"
2009/08/10,"10,530.62","10,585.37","10,487.70","10,524.26","10,390.39","9,835.07","9,598.10",--,"147,829","148,960.20","154,914.36"
2009/08/07,"10,365.71","10,412.09","10,249.04","10,412.09","10,356.03","9,806.75","9,576.77",--,"140,528","151,788.40","154,084.28"
2009/08/06,"10,266.01","10,426.14","10,266.01","10,388.09","10,344.98","9,785.31","9,556.71",--,"146,466","160,228.40","154,130.60"
2009/08/05,"10,405.05","10,406.10","10,252.53","10,252.53","10,300.41","9,767.38","9,534.94",--,"134,553","160,420.80","154,597.24"
2009/08/04,"10,438.40","10,479.19","10,358.48","10,375.01","10,272.55","9,755.62","9,514.81",--,"175,425","162,857.00","154,945.48"
2009/08/03,"10,355.23","10,380.57","10,322.00","10,352.47","10,215.00","9,731.96","9,494.38",--,"161,970","155,469.60","154,334.48"
2009/07/31,"10,275.14","10,359.07","10,259.57","10,356.83","10,162.24","9,712.95","9,475.34",--,"182,728","155,310.60","153,288.24"
2009/07/30,"10,155.71","10,169.68","10,067.51","10,165.21","10,079.78","9,690.52","9,456.77",--,"147,428","159,862.60","152,426.52"
2009/07/29,"10,035.91","10,161.95","10,035.91","10,113.24","10,005.33","9,667.53","9,440.11",--,"146,734","164,737.60","152,651.56"
2009/07/28,"10,116.89","10,116.89","10,049.63","10,087.26","9,927.31","9,644.98","9,419.87",--,"138,488","166,140.80","154,206.04"
2009/07/27,"10,020.87","10,179.59","10,015.11","10,088.66","9,840.26","9,634.54","9,403.15",--,"161,175","168,711.20","154,661.04"
2009/07/24,"9,909.40","9,950.04","9,863.87","9,944.55","9,701.59","9,622.45","9,386.74",--,"205,488","160,904.80","155,208.20"
2009/07/23,"9,712.10","9,861.29","9,703.84","9,792.94","9,581.52","9,612.81","9,370.81",--,"171,803","155,493.20","153,735.60"
2009/07/22,"9,642.79","9,750.63","9,608.77","9,723.16","9,476.78","9,614.73","9,356.50",--,"153,750","155,052.40","154,039.96"
2009/07/21,"9,512.52","9,652.02","9,508.92","9,652.02","9,384.51","9,615.92","9,338.21",--,"151,340","157,898.40","154,873.76"
2009/07/17,"9,413.86","9,420.61","9,360.59","9,395.32","9,264.17","9,631.42","9,317.65",--,"122,143","161,387.40","155,147.08"
2009/07/16,"9,393.98","9,489.67","9,317.11","9,344.16","9,242.56","9,661.04","9,302.19",--,"178,430","167,231.80","162,150.12"
2009/07/15,"9,307.45","9,333.64","9,250.73","9,269.25","9,231.94","9,686.53","9,292.63",--,"169,599","161,224.00","163,460.20"
2009/07/14,"9,173.14","9,284.38","9,166.63","9,261.81","9,262.24","9,715.42","9,284.19",--,"167,980","156,879.20","164,388.68"
2009/07/13,"9,242.13","9,343.86","9,050.33","9,050.33","9,339.44","9,736.42","9,273.77",--,"168,785","151,849.20","164,028.12"
2009/07/10,"9,338.76","9,370.15","9,265.24","9,287.28","9,465.55","9,769.03","9,266.27",--,"151,365","140,043.40","163,509.96"
2009/07/09,"9,342.33","9,384.24","9,291.06","9,291.06","9,571.30","9,788.26","9,251.98",--,"148,391","135,185.80","163,700.44"
2009/07/08,"9,548.81","9,557.39","9,407.98","9,420.75","9,688.32","9,803.38","9,234.05",--,"147,875","133,844.80","164,800.24"
2009/07/07,"9,713.62","9,734.43","9,619.68","9,647.79","9,792.16","9,816.22","9,214.73",--,"142,830","135,896.20","164,509.36"
2009/07/06,"9,738.49","9,771.76","9,650.75","9,680.87","9,854.29","9,818.48","9,192.08",--,"109,756","135,982.00","166,184.32"
2009/07/03,"9,751.69","9,816.07","9,691.16","9,816.07","9,874.81","9,818.35","9,165.73",--,"127,077","146,060.80","168,897.84"
2009/07/02,"9,993.77","9,993.77","9,869.54","9,876.15","9,887.07","9,806.61","9,135.77",--,"141,686","147,808.20","170,846.24"
2009/07/01,"9,889.34","10,086.18","9,874.00","9,939.93","9,871.06","9,789.62","9,100.07",--,"158,132","151,708.00","171,405.00"
2009/06/30,"9,896.56","10,000.30","9,894.95","9,958.44","9,801.14","9,769.57","9,065.88",--,"143,259","150,692.40","171,036.76"
2009/06/29,"9,866.28","9,943.83","9,748.73","9,783.47","9,719.37","9,743.67","9,027.17",--,"160,150","159,159.80","170,153.96"
2009/06/26,"9,852.92","9,893.00","9,793.95","9,877.39","9,727.93","9,726.21","8,991.20",--,"135,814","157,102.40","168,914.00"
2009/06/25,"9,628.18","9,871.14","9,619.02","9,796.08","9,709.70","9,700.14","8,955.15",--,"161,185","164,910.40","168,871.04"
2009/06/24,"9,596.78","9,624.41","9,534.24","9,590.32","9,691.23","9,678.87","8,923.64",--,"153,054","166,408.00","167,750.68"
2009/06/23,"9,695.76","9,712.09","9,511.45","9,549.61","9,741.34","9,669.04","8,892.99",--,"185,596","171,679.60","167,356.56"
2009/06/22,"9,788.07","9,887.13","9,763.37","9,826.27","9,781.99","9,658.67","8,862.05",--,"149,863","169,479.40","166,614.52"
2009/06/19,"9,757.85","9,822.83","9,703.87","9,786.26","9,824.67","9,627.16","8,828.11",--,"174,854","171,141.40","166,528.60"
2009/06/18,"9,778.35","9,778.35","9,649.83","9,703.72","9,894.58","9,606.31","8,798.53",--,"168,673","195,614.40","166,411.48"
2009/06/17,"9,705.73","9,845.52","9,705.73","9,840.85","9,950.11","9,581.91","8,768.59",--,"179,412","204,116.20","166,437.76"
2009/06/16,"9,914.40","9,941.50","9,752.88","9,752.88","9,980.23","9,561.90","8,736.86",--,"174,595","206,796.00","166,300.48"
2009/06/15,"10,126.55","10,126.55","10,029.59","10,039.67","9,987.02","9,543.73","8,703.74",--,"158,173","203,670.20","166,849.04"
2009/06/12,"10,088.21","10,170.82","10,050.96","10,135.82","9,952.21","9,520.22","8,668.22",--,"297,219","203,201.80","169,752.64"
2009/06/11,"9,992.98","10,022.23","9,958.98","9,981.33","9,878.65","9,492.10","8,631.97",--,"211,182","174,983.40","166,668.56"
2009/06/10,"9,833.64","9,991.49","9,813.77","9,991.49","9,816.18","9,468.28","8,599.65",--,"192,811","167,924.20","167,778.56"
2009/06/09,"9,824.17","9,855.89","9,755.81","9,786.82","9,766.21","9,427.71","8,566.89",--,"158,966","157,482.60","166,256.68"
2009/06/08,"9,829.28","9,914.07","9,816.17","9,865.63","9,749.71","9,389.37","8,538.34",--,"155,831","162,630.20","166,892.20"
2009/06/05,"9,752.51","9,774.98","9,719.14","9,768.01","9,712.14","9,334.50","8,510.13",--,"156,127","166,982.80","167,442.44"
2009/06/04,"9,690.93","9,743.46","9,654.45","9,668.96","9,663.03","9,292.83","8,483.62",--,"175,886","170,914.80","167,287.68"
2009/06/03,"9,723.82","9,774.55","9,718.70","9,741.67","9,619.52","9,254.39","8,457.44",--,"140,603","166,868.60","168,739.52"
2009/06/02,"9,774.55","9,793.47","9,704.31","9,704.31","9,558.94","9,218.60","8,433.49",--,"184,704","168,533.20","170,564.28"
2009/06/01,"9,517.49","9,691.73","9,491.26","9,677.75","9,480.24","9,179.52","8,410.36",--,"177,594","155,830.20","170,975.68"
2009/05/29,"9,478.21","9,522.50","9,426.52","9,522.50","9,414.09","9,140.87","8,389.01",--,"175,787","146,141.60","170,889.04"
2009/05/28,"9,353.33","9,492.66","9,353.33","9,451.39","9,354.75","9,116.96","8,368.04",--,"155,655","137,932.20","170,572.04"
2009/05/27,"9,426.62","9,491.13","9,411.54","9,438.77","9,317.30","9,095.20","8,349.20",--,"148,926","133,436.40","171,717.72"
2009/05/26,"9,364.22","9,379.78","9,231.93","9,310.81","9,298.48","9,067.86","8,327.69",--,"121,189","132,291.40","172,678.56"
2009/05/25,"9,245.95","9,402.76","9,245.95","9,347.00","9,294.37","9,045.15","8,308.54",--,"129,151","141,462.60","174,165.00"
2009/05/22,"9,156.14","9,267.82","9,126.69","9,225.81","9,232.71","9,024.98","8,290.50",--,"134,740","145,175.40","176,270.88"
2009/05/21,"9,280.35","9,286.35","9,189.92","9,264.15","9,240.55","9,012.92","8,277.50",--,"133,176","152,612.60","177,580.12"
2009/05/20,"9,372.72","9,399.40","9,311.61","9,344.64","9,206.47","9,000.92","8,262.06",--,"143,201","159,843.40","181,400.16"
2009/05/19,"9,172.56","9,326.75","9,166.97","9,290.29","9,205.64","8,983.78","8,244.95",--,"167,045","166,399.20","183,352.04"
2009/05/18,"9,167.05","9,167.82","8,997.74","9,038.69","9,207.30","8,955.97","8,223.51",--,"147,715","170,652.00","183,386.52"
2009/05/15,"9,150.21","9,272.08","9,140.90","9,265.02","9,289.96","8,947.73","8,206.26",--,"171,926","187,261.60","183,500.12"
2009/05/14,"9,212.30","9,223.77","9,052.41","9,093.73","9,323.52","8,931.45","8,190.08",--,"169,330","196,899.80","183,564.00"
2009/05/13,"9,305.79","9,379.47","9,278.89","9,340.49","9,381.92","8,917.69","8,174.19",--,"175,980","210,820.20","185,489.12"
2009/05/12,"9,358.25","9,389.61","9,298.61","9,298.61","9,309.29","8,892.86","8,157.19",--,"188,309","206,577.00","186,967.48"
2009/05/11,"9,460.72","9,503.91","9,342.75","9,451.98","9,215.22","8,855.00","8,143.30",--,"230,763","203,886.00","185,715.28"
2009/05/08,"9,351.40","9,464.43","9,349.57","9,432.83","9,023.58","8,801.30","8,127.01",--,"220,117","191,650.80","183,635.48"
2009/05/07,"9,102.35","9,385.70","9,100.11","9,385.70","8,882.28","8,753.43","8,108.22",--,"238,932","178,079.00","181,398.72"
2009/05/01,"8,848.84","9,017.32","8,827.13","8,977.37","8,746.74","8,723.08","8,095.59",--,"154,764","172,729.00","178,157.28"
2009/04/30,"8,615.45","8,844.77","8,615.45","8,828.26","8,720.67","8,709.44","8,088.08",--,"174,854","179,020.60","177,375.04"
2009/04/28,"8,678.28","8,808.64","8,493.77","8,493.77","8,700.48","8,695.51","8,088.19",--,"169,587","183,047.60","176,861.16"
2009/04/27,"8,783.34","8,840.53","8,648.51","8,726.34","8,743.99","8,695.29","8,093.29",--,"152,258","184,215.80","177,878.00"
